"id","CategoryI","CategoryI_Duration","CategoryII","CategoryII_Duration","CategoryIII","CategoryIII_Duration","Bounce_Rate","Exit_Rate","Page_Value","SpecialDay","Month","OS","Browser","Region","TrafficType","VisitorType","Weekend"
6003,1,77.1,0,0,35,365.5833333,0.017142857,0.026857143,0,0,"Nov","2","2","1","4","Returning_Visitor","FALSE"
10631,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE"
1896,0,0,0,0,2,0,0.2,0.2,0,0,"Mar","3","2","6","1","Returning_Visitor","FALSE"
938,0,0,0,0,34,1006.257576,0,0.015196078,0,0,"Mar","2","2","7","3","Returning_Visitor","FALSE"
207,1,18,0,0,16,1331.75,0,0.0125,33.79956701,0,"Mar","2","5","2","3","New_Visitor","FALSE"
2210,0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","7","3","Returning_Visitor","FALSE"
11116,7,170.5,3,161.5,114,3494.831225,0.003601695,0.018762198,0,0,"Dec","2","10","1","2","Returning_Visitor","FALSE"
8732,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","3","2","3","10","Other","FALSE"
3381,0,0,0,0,14,1340.75,0,0.015384615,57.58892308,0.6,"May","4","1","3","4","New_Visitor","FALSE"
7319,11,604.73,0,0,63,1276.843158,0,0.006712329,0,0,"Jul","2","2","8","6","New_Visitor","FALSE"
2644,1,7,0,0,28,471,0.02962963,0.066666667,0,1,"May","2","2","7","3","Returning_Visitor","TRUE"
10649,0,0,0,0,9,205.0833333,0,0.044444444,0,0,"Dec","2","2","7","2","Returning_Visitor","FALSE"
9054,6,237.5,3,347.5,22,740.5,0.008,0.02,87.94459488,0,"Dec","3","2","1","2","Returning_Visitor","FALSE"
5146,7,356,1,37,61,683.1738095,0,0.006349206,0,0,"May","2","2","1","3","New_Visitor","FALSE"
8117,6,416,2,121,94,2881.684524,0.006122449,0.025340136,0,0,"Nov","3","2","2","13","Returning_Visitor","FALSE"
1302,5,1417.5,0,0,36,1051.248276,0,0.002293202,0,0,"Mar","2","2","5","2","Returning_Visitor","TRUE"
10454,7,193.75,0,0,60,1316.434982,0.003125,0.014393939,0,0,"Nov","1","2","3","2","Returning_Visitor","FALSE"
1222,0,0,0,0,9,218,0,0.033333333,0,0,"Mar","2","2","6","3","Returning_Visitor","TRUE"
1912,2,37,0,0,7,139.3333333,0,0.011111111,0,0,"Mar","3","2","7","8","New_Visitor","TRUE"
4089,1,21,0,0,20,973.5833333,0.00952381,0.016190476,0,0,"May","2","2","3","4","Returning_Visitor","TRUE"
8536,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","4","1","3","3","Returning_Visitor","FALSE"
471,0,0,0,0,9,1040,0.077777778,0.116666667,0,0,"Mar","2","4","3","1","Returning_Visitor","FALSE"
2067,0,0,0,0,32,827.6462121,0,0.00058651,54.67634844,0,"Mar","2","2","7","2","Returning_Visitor","FALSE"
8308,27,853.735949,2,126.5,584,24844.1562,0.00209938,0.009346937,4.511100422,0,"Nov","2","4","3","8","Returning_Visitor","FALSE"
7592,2,9,0,0,26,623.0266667,0,0.009047619,36.0824516,0,"Nov","2","2","4","20","Returning_Visitor","FALSE"
3292,0,0,0,0,42,840.8333333,0,0.019047619,0,0,"May","2","2","2","3","Returning_Visitor","FALSE"
9447,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","4","1","10","Returning_Visitor","TRUE"
491,0,0,0,0,1,10,0,0.1,0,0,"Mar","3","2","3","9","Returning_Visitor","TRUE"
294,2,8,1,14.33333333,14,603.6666667,0,0.0125,44.67925,0,"Mar","2","2","1","7","Returning_Visitor","FALSE"
4085,0,0,0,0,8,140.5,0.025,0.05,0,0,"May","2","4","1","3","Returning_Visitor","FALSE"
7936,2,31.2,0,0,17,2077.166667,0,0.011764706,0,0,"Nov","2","2","8","2","Returning_Visitor","TRUE"
2304,0,0,0,0,20,528,0,0.0075,31.1904,0.6,"May","2","2","1","4","New_Visitor","FALSE"
12025,0,0,0,0,7,205.5,0.028571429,0.038095238,0,0,"Nov","2","2","3","13","Returning_Visitor","TRUE"
1789,4,40,2,146,56,2866.90202,0,0.010451977,85.7528587,0,"Mar","2","2","2","2","Returning_Visitor","TRUE"
1232,0,0,0,0,10,153,0.02,0.04,0,0,"Mar","1","1","4","1","Returning_Visitor","TRUE"
4944,0,0,1,28,19,1120.266667,0.021052632,0.052631579,11.38642105,0,"May","4","1","6","4","Returning_Visitor","TRUE"
3085,0,0,0,0,5,164,0.04,0.08,0,0,"May","2","2","1","3","Returning_Visitor","TRUE"
9250,12,214.05,0,0,33,536.3227273,0.007317073,0.015853659,0,0,"Dec","1","1","1","2","Returning_Visitor","FALSE"
5964,0,0,0,0,18,432.7666667,0,0.027777778,0,0,"Oct","3","2","1","2","Returning_Visitor","FALSE"
7523,10,367.6333333,5,74.5,181,4287.960606,0,0.012467279,4.529635712,0,"Oct","2","2","4","1","Returning_Visitor","FALSE"
7950,3,326,0,0,19,364.5333333,0,0.027,0,0,"Nov","1","1","3","2","Returning_Visitor","FALSE"
5183,2,101.5,0,0,26,572.8809524,0,0.007692308,0,0,"May","2","4","3","2","New_Visitor","TRUE"
6385,1,11,0,0,2,51.06666667,0,0,0,0,"June","2","2","9","6","Returning_Visitor","FALSE"
9236,4,55.25,0,0,27,705.5,0,0.007901235,0,0,"Nov","1","1","9","3","Returning_Visitor","FALSE"
11496,0,0,0,0,48,832.0833333,0.038478261,0.064782609,0,0,"Dec","3","2","1","3","Returning_Visitor","FALSE"
8242,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","6","2","1","Returning_Visitor","FALSE"
7829,4,243.68,0,0,12,1256,0,0.01875,0,0,"June","2","2","3","1","New_Visitor","FALSE"
4393,4,61.5,0,0,40,1115.878205,0,0.003216374,0,0,"May","3","2","1","11","New_Visitor","FALSE"
1127,2,243,0,0,12,1180.5,0,0.007692308,0,0,"Mar","1","1","1","9","Returning_Visitor","FALSE"
3332,1,47,0,0,19,881.1666667,0,0.005882353,0,0,"May","2","2","6","4","New_Visitor","FALSE"
802,3,74,2,26,53,893.5111111,0.003571429,0.005357143,44.61199852,0,"Mar","1","1","4","9","Returning_Visitor","TRUE"
12277,0,0,0,0,2,40.5,0,0.1,0,0,"Dec","1","1","3","3","Other","FALSE"
9482,0,0,0,0,9,69.75,0.088888889,0.122222222,0,0,"Dec","2","2","1","3","Returning_Visitor","FALSE"
1597,1,24,1,239,11,839.5,0.016666667,0.05,0,0,"Mar","1","1","4","2","Returning_Visitor","FALSE"
676,2,20,0,0,13,181.5,0,0.013333333,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
8446,6,221.8333333,1,51.5,39,841.7833333,0.005426357,0.017585825,0,0,"Dec","1","2","8","1","Returning_Visitor","FALSE"
1313,3,18,0,0,14,411.5,0,0.023529412,0,0,"Mar","2","2","8","2","Returning_Visitor","FALSE"
8407,0,0,0,0,12,303.5,0.016666667,0.016666667,0,0,"Dec","1","1","7","2","Returning_Visitor","TRUE"
11022,0,0,0,0,1,0,0.2,0.2,0,0,"Dec","2","2","2","3","Returning_Visitor","FALSE"
9656,6,276.75,0,0,12,342.125,0,0.007142857,0,0,"Nov","1","2","3","2","New_Visitor","FALSE"
2508,1,9,0,0,22,375.75,0.053968254,0.056349206,0,0,"May","3","2","4","6","Returning_Visitor","FALSE"
11460,4,70.4,1,645.5,82,11257.1083,0.005574913,0.019401736,0,0,"Nov","2","5","1","2","Returning_Visitor","TRUE"
12163,2,43.72727273,0,0,59,3354.078463,0.012307692,0.026494505,9.005310781,0,"Nov","2","2","3","1","Returning_Visitor","FALSE"
2009,0,0,0,0,6,36,0.066666667,0.133333333,0,0,"Mar","4","1","1","3","Returning_Visitor","TRUE"
9550,1,12,0,0,22,851.25,0.004347826,0.020289855,0,0,"Nov","2","2","1","2","New_Visitor","FALSE"
25,0,0,0,0,1,0,0.2,0.2,0,0,"Feb","2","2","4","1","Returning_Visitor","TRUE"
405,0,0,0,0,40,962.3333333,0,0.01625,0,0,"Mar","2","2","9","1","Returning_Visitor","FALSE"
6058,3,102.6,0,0,35,871.8333333,0,0.002631579,0,0,"Oct","1","1","1","2","New_Visitor","TRUE"
11574,10,720.5,2,88.725,220,10580.34479,0.004767742,0.022140924,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE"
286,0,0,0,0,1,0,0.2,0.2,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
7472,7,148.6,3,99.6,8,144.9,0,0.021052632,27.14408757,0,"Sep","2","2","1","2","Returning_Visitor","FALSE"
8201,0,0,0,0,21,335.4166667,0,0.018170426,0,0,"Nov","1","1","1","10","Returning_Visitor","FALSE"
10165,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","4","1","3","Returning_Visitor","FALSE"
11974,0,0,0,0,19,557.35,0,0.029824561,0,0,"Nov","1","1","3","3","Returning_Visitor","TRUE"
9177,9,186.6730769,0,0,73,1606.30825,0.010295359,0.019108884,0,0,"Nov","3","2","8","2","Returning_Visitor","TRUE"
5562,0,0,0,0,15,1069.7,0,0.046666667,0,0,"Jul","3","2","6","1","Returning_Visitor","FALSE"
7195,3,118.55,0,0,34,1948.088333,0.027027027,0.041643072,0,0,"June","3","2","1","13","Returning_Visitor","TRUE"
4588,0,0,0,0,10,701,0,0.03,0,0,"May","1","1","4","3","Returning_Visitor","TRUE"
11669,2,26,1,6,103,3400.248897,0.014692557,0.025598706,0,0,"Nov","3","2","9","13","Returning_Visitor","TRUE"
10175,0,0,0,0,108,3279.238428,0.012037037,0.030709877,0,0,"Nov","2","2","7","1","Returning_Visitor","FALSE"
12128,6,77.75,0,0,18,941.9166667,0,0.001428571,0,0,"Nov","2","2","1","2","New_Visitor","FALSE"
5767,2,68.6,0,0,10,279.7666667,0,0.033333333,0,0,"Oct","1","2","7","4","New_Visitor","FALSE"
5855,1,65.4,0,0,37,2097.42,0.003603604,0.010990991,0,0,"Jul","1","1","5","2","Returning_Visitor","FALSE"
3665,10,312,0,0,18,782.5,0,0.002105263,0,0,"May","3","2","1","18","Returning_Visitor","TRUE"
6339,1,28.2,0,0,35,942.6879221,0.017142857,0.035442177,8.435206908,0,"Sep","1","1","1","2","Returning_Visitor","TRUE"
3670,0,0,0,0,23,213.5,0.1,0.121212121,0,0.8,"May","2","2","7","3","Returning_Visitor","FALSE"
570,0,0,0,0,2,221.5,0,0.05,0,0,"Mar","3","2","3","10","Returning_Visitor","TRUE"
1455,0,0,0,0,3,183,0,0.066666667,0,0,"Mar","1","1","1","1","Returning_Visitor","TRUE"
5302,0,0,0,0,4,107,0,0.05,0,0.8,"May","2","5","3","2","Returning_Visitor","FALSE"
11080,0,0,0,0,1,0,0.2,0.2,0,0,"Nov","1","1","5","3","Returning_Visitor","FALSE"
11354,0,0,1,0,18,648,0,0.021052632,0,0,"Nov","2","4","1","2","New_Visitor","FALSE"
8177,0,0,0,0,8,166,0.0625,0.116666667,0,0,"Nov","3","2","6","3","Returning_Visitor","FALSE"
947,0,0,0,0,1,0,0.2,0.2,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE"
5194,9,505.5,0,0,19,1227,0,0.017391304,0,0,"May","3","2","1","4","Returning_Visitor","FALSE"
2311,2,353,0,0,24,2874.083333,0.025,0.025357143,0,0,"May","2","2","3","6","Returning_Visitor","FALSE"
1567,0,0,0,0,3,48,0,0.033333333,0,0,"Mar","2","2","5","1","Returning_Visitor","TRUE"
11775,0,0,0,0,9,38.75,0.12,0.120833333,0,0,"Nov","3","2","1","13","Returning_Visitor","FALSE"
4016,0,0,0,0,41,963,0,0.015811966,0,0,"May","2","2","6","1","Returning_Visitor","FALSE"
821,0,0,0,0,10,214.25,0,0.025,0,0,"Mar","3","2","2","1","Returning_Visitor","FALSE"
8917,2,48.1875,4,121.5,51,1792.814481,0.003571429,0.01186886,60.07483189,0,"Nov","3","2","1","2","Returning_Visitor","TRUE"
5594,0,0,0,0,1,0,0.2,0.2,0,0,"June","1","1","3","2","Returning_Visitor","FALSE"
314,7,186.9761905,2,40,35,1276.157071,0,0.008681765,0,0,"Mar","1","1","6","2","Returning_Visitor","FALSE"
8565,0,0,0,0,9,195.25,0.022222222,0.081481481,0,0,"Nov","1","1","8","10","Returning_Visitor","FALSE"
4787,3,39,0,0,6,1180.5,0,0.022222222,0,0,"May","2","2","1","3","Returning_Visitor","FALSE"
1946,5,146,0,0,8,489,0,0.015384615,0,0,"Mar","2","2","8","3","Returning_Visitor","FALSE"
921,4,162.5,2,44.5,20,1115.266667,0,0.020661157,0,0,"Mar","1","2","3","10","Returning_Visitor","FALSE"
11542,10,302.0833333,0,0,81,1778.663263,0,0.002857143,16.43784656,0,"Nov","1","1","1","8","New_Visitor","TRUE"
4249,0,0,0,0,19,692.6222222,0,0.001470588,53.988,0.6,"May","6","2","9","2","New_Visitor","FALSE"
7474,0,0,0,0,104,3528.060714,0.006213018,0.035602227,0,0,"Jul","2","2","1","1","Returning_Visitor","FALSE"
8733,3,99.75,0,0,31,835.5833333,0,0.006451613,47.44850792,0,"Nov","2","2","1","10","Returning_Visitor","FALSE"
9072,2,105.5,1,437.5,55,1984.025,0,0.003486395,0,0,"Nov","3","2","4","6","Returning_Visitor","TRUE"
75,0,0,0,0,3,135,0,0.066666667,0,0,"Feb","2","4","3","3","Returning_Visitor","FALSE"
5674,5,77,0,0,94,3210.848218,0.00212766,0.020921986,0,0,"Oct","2","2","3","2","Returning_Visitor","TRUE"
7161,0,0,0,0,1,0,0.2,0.2,0,0,"Jul","1","1","3","4","Returning_Visitor","TRUE"
11390,0,0,0,0,26,586.85,0.015384615,0.031868132,0,0,"Dec","3","2","1","10","Returning_Visitor","FALSE"
2483,2,23,0,0,22,335.6666667,0,0.011904762,0,0,"May","2","2","1","2","New_Visitor","TRUE"
7165,2,25.6,0,0,29,1199.916667,0,0.008888889,23.66358807,0,"Jul","3","2","3","4","Returning_Visitor","FALSE"
10612,9,341,0,0,37,1538.950794,0.005128205,0.014848485,0,0,"Dec","2","2","3","1","Returning_Visitor","FALSE"
3202,8,192.5555556,1,91,109,2926.431962,0,0.001851852,12.8915,0,"May","4","1","1","3","New_Visitor","FALSE"
11229,6,96,6,251.6666667,16,261,0.012820513,0.029871795,0,0,"Nov","3","2","7","1","Returning_Visitor","TRUE"
958,3,16,0,0,11,207,0,0.015384615,0,0,"Mar","2","2","2","3","Returning_Visitor","FALSE"
9079,0,0,0,0,11,1289.333333,0,0.022222222,0,0,"Dec","1","1","6","2","New_Visitor","FALSE"
1555,0,0,0,0,24,1762.25,0.008333333,0.016666667,0,0,"Mar","2","2","2","1","Returning_Visitor","FALSE"
8573,1,15,0,0,15,691.8333333,0,0.014285714,59.6118415,0,"Nov","2","2","2","2","Returning_Visitor","FALSE"
5307,0,0,0,0,4,992,0,0.05,0,0.2,"May","2","2","4","13","Returning_Visitor","FALSE"
1404,1,14,0,0,10,90,0,0.018181818,0,0,"Mar","2","2","2","10","New_Visitor","FALSE"
4585,6,281.3333333,3,108,14,562.6666667,0,0.011764706,0,0.6,"May","1","1","1","2","New_Visitor","FALSE"
5545,6,89.8,0,0,26,1570.133333,0,0.005357143,0,0,"June","2","2","8","4","New_Visitor","TRUE"
8849,0,0,0,0,57,2716.666667,0,0.005263158,0,0,"Nov","2","2","2","3","Returning_Visitor","FALSE"
8984,0,0,1,39.5,97,2811.47807,0.002749141,0.015832106,0,0,"Nov","2","5","6","1","Returning_Visitor","TRUE"
11262,2,58.5,0,0,28,968.6666667,0.013793103,0.024712644,14.02863873,0,"Nov","2","5","1","3","Returning_Visitor","FALSE"
3643,0,0,0,0,17,295,0.011764706,0.052941176,0,0.8,"May","2","2","2","6","Returning_Visitor","FALSE"
11346,7,234.9285714,10,902.5,131,6050.883117,0.002857143,0.012557561,0,0,"Dec","2","2","1","2","Returning_Visitor","FALSE"
7718,5,110.3,1,21.8,78,3621.606667,0,0.006024096,18.78186098,0,"Jul","2","4","4","1","Returning_Visitor","FALSE"
9997,0,0,0,0,4,185,0.05,0.1,0,0,"Nov","2","2","1","20","Returning_Visitor","FALSE"
8014,0,0,0,0,12,410.25,0,0.016666667,0,0,"Nov","2","2","3","2","Returning_Visitor","FALSE"
3250,0,0,0,0,15,239,0.048888889,0.072,0,0,"May","3","2","1","3","Returning_Visitor","TRUE"
650,0,0,0,0,2,5,0,0.1,0,0,"Mar","2","2","1","13","Returning_Visitor","TRUE"
1794,0,0,0,0,4,46,0,0.05,0,0,"Mar","2","2","1","3","Returning_Visitor","FALSE"
3450,0,0,0,0,13,169,0.015384615,0.041538462,0,0,"May","1","1","7","1","Returning_Visitor","FALSE"
7503,2,172.4,3,134,15,569.4933333,0,0.025,0,0,"Sep","2","2","1","2","Returning_Visitor","TRUE"
3904,0,0,0,0,41,3272,0.045238095,0.078571429,0,0.8,"May","2","6","1","6","Returning_Visitor","FALSE"
1125,1,58,0,0,5,64,0,0.016666667,0,0,"Mar","1","1","4","2","New_Visitor","FALSE"
3383,0,0,0,0,7,76,0,0.071428571,0,0,"May","2","2","7","3","Returning_Visitor","FALSE"
5317,0,0,0,0,17,315,0.004166667,0.020625,0,0.2,"May","2","2","3","4","Returning_Visitor","FALSE"
11870,1,150.5,0,0,18,635.3333333,0,0.011764706,57.5907585,0,"Nov","2","2","1","2","New_Visitor","TRUE"
4397,0,0,0,0,179,5996.025,0.010388889,0.038277778,0,0,"May","2","2","8","4","Returning_Visitor","TRUE"
7720,3,83.8,0,0,20,798.3,0,0.009090909,0,0,"Nov","1","1","1","3","Returning_Visitor","FALSE"
1612,0,0,0,0,8,170,0.075,0.08,0,0,"Mar","1","1","7","3","Returning_Visitor","TRUE"
9922,4,87,5,242.75,61,4081.041667,0,0.019375,0,0,"Nov","2","5","6","2","Returning_Visitor","TRUE"
4579,0,0,3,26,21,405.3333333,0,0.026086957,0,0,"May","2","2","6","4","Returning_Visitor","FALSE"
10148,0,0,0,0,23,901.2666667,0,0.017391304,0,0,"Dec","1","1","1","2","New_Visitor","TRUE"
6877,8,293,0,0,12,399.0666667,0.003030303,0.010606061,37.86167396,0,"Nov","4","1","3","3","Returning_Visitor","FALSE"
5325,0,0,0,0,3,34,0,0.066666667,0,0,"May","2","2","3","1","Returning_Visitor","FALSE"
375,0,0,0,0,8,781,0.028571429,0.057142857,0,0,"Mar","3","2","4","1","Returning_Visitor","FALSE"
11781,0,0,0,0,12,461.1083333,0,0.007692308,45.05554866,0,"Nov","3","2","1","1","Returning_Visitor","FALSE"
5494,0,0,0,0,24,968.6924242,0,0,106.2525169,0,"Nov","1","1","9","2","Returning_Visitor","FALSE"
2223,0,0,0,0,38,314.8333333,0.010526316,0.031578947,0,0.6,"May","2","2","1","3","Returning_Visitor","FALSE"
2133,1,92,0,0,117,13158.66667,0.006896552,0.041810345,0,0,"May","2","6","4","4","Returning_Visitor","TRUE"
3236,6,77,0,0,42,3436.066667,0.000757576,0.019480519,0,0,"May","2","2","3","4","Returning_Visitor","FALSE"
4598,4,183,1,35,15,557.3333333,0,0.012631579,16.10052632,0,"May","2","2","2","5","Returning_Visitor","FALSE"
11437,3,37,0,0,21,1231.5,0,0.016,0,0,"Nov","2","4","9","8","New_Visitor","TRUE"
2192,1,28,4,162,23,659.0833333,0.013580247,0.020440917,21.1162963,0,"May","2","2","8","1","Returning_Visitor","FALSE"
6373,1,15.1,0,0,9,248.05,0,0.01875,0,0,"Sep","3","2","4","4","New_Visitor","FALSE"
1720,0,0,0,0,6,1251,0.033333333,0.066666667,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE"
9985,2,64.5,0,0,52,2120.630952,0,0.011965812,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
9428,0,0,0,0,37,1048.980263,0.005555556,0.024074074,0,0,"Nov","2","2","7","2","Returning_Visitor","TRUE"
10079,0,0,1,17.75,65,6203.690476,0.007395833,0.027280668,0,0,"Dec","2","1","1","2","Returning_Visitor","FALSE"
1228,0,0,0,0,40,1530.248485,0.005128205,0.029795821,0,0,"Mar","3","2","1","2","Returning_Visitor","FALSE"
1902,0,0,0,0,32,1916.633333,0.015625,0.0265625,0,0,"Mar","2","2","1","10","Returning_Visitor","FALSE"
310,0,0,0,0,29,3312.5,0.013793103,0.028965517,0,0,"Mar","2","2","1","13","Returning_Visitor","FALSE"
469,3,34.83333333,0,0,30,709.8333333,0.026666667,0.046666667,0,0,"Mar","1","1","2","1","Returning_Visitor","TRUE"
7390,4,62.9,5,482.4,4,128.5,0,0.018181818,0,0,"Sep","2","2","1","5","New_Visitor","FALSE"
3865,5,129.5,0,0,33,982,0,0.005882353,0,0,"May","2","5","2","4","Returning_Visitor","TRUE"
2549,0,0,0,0,1,0,0.2,0.2,0,0.8,"May","2","2","1","1","Returning_Visitor","FALSE"
6550,5,106.9,0,0,211,7442.388149,0.012735849,0.028901336,0,0,"Aug","2","2","3","13","Returning_Visitor","FALSE"
7290,13,266.047619,9,985.4833333,179,11492.20838,0.020689931,0.028728531,0,0,"June","1","1","1","3","Returning_Visitor","FALSE"
4289,0,0,0,0,6,117.5,0,0.066666667,0,0,"May","2","2","1","1","Returning_Visitor","TRUE"
4777,1,5,0,0,59,1261.166667,0.035380117,0.060877193,0,0.6,"May","2","2","1","1","Returning_Visitor","FALSE"
8527,5,61.875,0,0,164,4389.887512,0.001183432,0.010151043,6.664239119,0,"Nov","2","2","1","2","Returning_Visitor","FALSE"
7861,4,115.8,0,0,46,2557.35,0,0.01372549,44.35848718,0,"Oct","2","2","1","2","Returning_Visitor","FALSE"
6463,0,0,0,0,7,431.5333333,0,0.007142857,0,0,"Oct","2","2","1","2","Returning_Visitor","FALSE"
7823,0,0,0,0,4,75.4,0.1,0.125,0,0,"Nov","3","3","1","3","Returning_Visitor","FALSE"
5123,5,188,0,0,25,1189.458333,0,0.006150794,36.89921429,0.6,"May","2","10","1","4","Returning_Visitor","FALSE"
6033,2,21,0,0,9,84.1,0,0.006060606,0,0,"Oct","2","2","3","2","New_Visitor","FALSE"
1722,6,45.83333333,2,284,54,1509.8,0,0.006779661,7.272067797,0,"Mar","2","2","7","2","New_Visitor","FALSE"
7452,2,182.4,1,0,19,555.4,0.027272727,0.053030303,0,0,"Oct","3","2","1","2","Returning_Visitor","FALSE"
4734,2,107,0,0,14,167.5,0.08125,0.108333333,0,0,"May","3","2","1","2","Returning_Visitor","FALSE"
10950,0,0,0,0,5,124,0,0.06,0,0,"Nov","1","1","3","11","Returning_Visitor","FALSE"
1251,3,91,2,338,11,451,0,0.006666667,45.7504,0,"Mar","2","2","1","10","New_Visitor","FALSE"
9976,11,250.25,0,0,169,8276.292565,0.002406417,0.016051967,8.174728678,0,"Nov","4","1","1","8","Returning_Visitor","TRUE"
4683,3,152,0,0,9,117,0,0.016666667,0,0,"May","2","2","1","5","New_Visitor","TRUE"
9652,5,97,0,0,53,3372.748214,0.003773585,0.002515723,0,0,"Dec","2","2","7","2","Returning_Visitor","FALSE"
2026,0,0,0,0,4,22,0.05,0.1,0,0,"Mar","2","4","6","3","Returning_Visitor","TRUE"
7277,1,0,0,0,7,82.2,0.057142857,0.114285714,0,0,"June","3","2","2","4","Returning_Visitor","FALSE"
2205,1,6,0,0,18,199.5,0.016666667,0.05,0,0.4,"May","3","2","4","2","Returning_Visitor","FALSE"
6709,4,40.2,1,16.13333333,9,229.8833333,0,0.014285714,0,0,"Oct","2","2","6","2","New_Visitor","FALSE"
6699,2,137,0,0,6,185.4,0,0.028571429,44.89345937,0,"Oct","2","2","7","4","Returning_Visitor","FALSE"
4054,0,0,0,0,6,56.5,0.066666667,0.116666667,0,0,"May","2","6","1","3","Returning_Visitor","TRUE"
2233,0,0,0,0,6,117,0.083333333,0.088888889,0,0,"May","3","2","4","3","Returning_Visitor","FALSE"
4831,5,341.4,0,0,20,645.7095238,0.010526316,0.015789474,0,0.6,"May","1","1","1","3","Returning_Visitor","FALSE"
3709,0,0,0,0,4,81,0,0.05,0,0.4,"May","2","4","2","4","Returning_Visitor","FALSE"
10615,0,0,0,0,3,71.16666667,0.066666667,0.083333333,0,0,"Nov","3","2","1","3","Returning_Visitor","FALSE"
11305,0,0,4,620.25,23,997.2878788,0.012,0.031897436,0,0,"Dec","1","1","3","2","Returning_Visitor","TRUE"
2297,1,10,1,0,28,830,0.013793103,0.044827586,0,0.4,"May","2","2","1","2","Returning_Visitor","FALSE"
7595,0,0,0,0,4,39.8,0,0.05,0,0,"Aug","1","1","1","3","New_Visitor","FALSE"
10727,0,0,0,0,20,624.0083333,0.005,0.015178571,0,0,"Dec","1","2","3","2","Returning_Visitor","FALSE"
2669,0,0,0,0,25,417.9666667,0,0.019230769,4.7095,1,"May","2","2","9","2","Returning_Visitor","TRUE"
1913,6,163.6666667,10,403,15,665.5666667,0.007142857,0.004761905,0,0,"Mar","3","2","8","8","New_Visitor","FALSE"
9618,0,0,0,0,10,328.5,0,0.041666667,0,0,"Nov","2","2","7","6","Returning_Visitor","FALSE"
11861,6,165.9487179,2,114,42,2016.115385,0.016,0.028841026,26.65415979,0,"Nov","1","1","3","2","Returning_Visitor","FALSE"
10172,1,8,3,181.25,124,4722.568651,0.015892388,0.02243106,24.28901413,0,"Nov","1","1","1","3","Returning_Visitor","FALSE"
2698,0,0,0,0,40,1111.245175,0.01475,0.020429089,0,0,"May","3","2","1","2","Returning_Visitor","FALSE"
9075,3,59.5,0,0,6,159,0,0.00625,0,0,"Dec","3","2","8","6","New_Visitor","FALSE"
2859,10,197.1666667,0,0,35,1078.727778,0,0.010452962,39.75577236,0,"May","2","2","3","3","Returning_Visitor","FALSE"
1015,2,34,0,0,18,671,0,0.010526316,0,0,"Mar","3","2","3","11","New_Visitor","TRUE"
4935,0,0,0,0,4,28,0,0.05,0,0.6,"May","4","1","1","1","Returning_Visitor","FALSE"
7928,0,0,0,0,1,0,0.2,0.2,0,0,"Jul","1","1","1","1","Returning_Visitor","TRUE"
12208,0,0,0,0,15,264.0833333,0,0.02,0,0,"Nov","2","2","2","1","Returning_Visitor","FALSE"
285,0,0,0,0,8,402,0,0.038095238,0,0,"Mar","2","2","2","1","Returning_Visitor","FALSE"
7690,2,72.6,1,15.2,6,425,0,0.025,0,0,"Jul","2","10","1","4","Returning_Visitor","TRUE"
6970,1,0,0,0,28,219.8,0,0.037931034,0,0,"Nov","2","2","1","1","Returning_Visitor","TRUE"
7260,2,135,0,0,25,1684.375,0.014814815,0.052674897,0,0,"Jul","1","1","8","3","Returning_Visitor","TRUE"
2450,0,0,0,0,10,231,0.12,0.14,0,0,"May","3","2","2","13","Returning_Visitor","FALSE"
3274,0,0,0,0,27,352.0833333,0.014814815,0.022222222,0,0,"May","3","2","3","3","Returning_Visitor","FALSE"
10952,0,0,3,56,0,0,0,0.033333333,0,0,"Nov","3","2","1","6","Returning_Visitor","FALSE"
6623,1,47.4,0,0,6,146.4,0.022222222,0.062962963,29.65880372,0,"Oct","2","2","1","2","Returning_Visitor","FALSE"
11431,2,33.5,0,0,23,833.6695513,0.009090909,0.012947658,29.38287135,0,"Dec","2","2","1","2","Returning_Visitor","FALSE"
8351,1,78,0,0,11,225.1666667,0.02,0.026666667,0,0,"Nov","1","1","4","2","Returning_Visitor","FALSE"
6839,0,0,0,0,10,1186.6,0.02,0.08,0,0,"Aug","2","5","1","3","Returning_Visitor","FALSE"
6742,4,107.8,3,1236.2,27,1483.457143,0.022222222,0.036111111,29.71496014,0,"Nov","2","2","9","2","Returning_Visitor","FALSE"
3466,0,0,0,0,37,1669.559524,0.016190476,0.051333333,0,0,"May","3","2","3","1","Returning_Visitor","FALSE"
771,0,0,0,0,11,1390.166667,0.012121212,0.014545455,0,0,"Mar","1","1","1","3","Returning_Visitor","TRUE"
