"CategoryI","CategoryI_Duration","CategoryII","CategoryII_Duration","CategoryIII","CategoryIII_Duration","Bounce_Rate","Exit_Rate","Page_Value","SpecialDay","Month","OS","Browser","Region","TrafficType","VisitorType","Weekend","Transaction"
2,98,0,0,29,1407.375,0,0.006666667,39.59436227,0,"Dec","2","2","4","1","Returning_Visitor","TRUE",1
0,0,0,0,8,642,0,0.028571429,109.1211555,0,"Dec","2","2","3","2","New_Visitor","FALSE",1
8,294.5,3,231.7,24,1034.583333,0,0.015196078,9.877647059,0,"May","2","4","3","3","Returning_Visitor","FALSE",1
6,93.5,0,0,23,251.3333333,0,0.013768116,0,0,"May","2","2","3","3","New_Visitor","FALSE",0
0,0,0,0,4,163,0.05,0.1,0,0,"Dec","2","2","3","11","Returning_Visitor","FALSE",0
4,126.0769231,2,43.33333333,34,1395.445862,0.038927739,0.042311136,48.66071756,0,"Nov","3","2","1","10","Returning_Visitor","FALSE",1
1,21.2,0,0,24,1123.246667,0,0.017391304,30.04921703,0,"Sep","2","2","3","2","Returning_Visitor","FALSE",1
0,0,0,0,4,21,0.1,0.15,0,0.6,"May","2","2","1","3","Returning_Visitor","FALSE",0
0,0,0,0,8,135.8333333,0,0.025,0,0.4,"May","2","2","9","3","Returning_Visitor","FALSE",0
2,96,2,18,53,2130.025,0,0.010061728,0,0,"May","2","2","3","4","Returning_Visitor","FALSE",0
9,223,1,93,76,2893.940476,0.002409639,0.014859438,1.935491302,0,"Nov","1","2","3","8","Returning_Visitor","FALSE",0
0,0,1,0,9,215,0.044444444,0.074074074,0,0.8,"Feb","4","1","1","3","Returning_Visitor","FALSE",0
0,0,0,0,24,580.2,0,0.012121212,17.12545455,0,"Mar","2","2","1","1","Returning_Visitor","FALSE",1
0,0,0,0,12,317.8333333,0,0.005555556,0,0,"Feb","1","1","1","4","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"May","2","2","1","3","Returning_Visitor","FALSE",0
0,0,0,0,69,1002.104167,0,0.013140097,0,0,"Nov","2","2","4","2","Returning_Visitor","FALSE",0
2,254,1,39,95,4990.959524,0.004123711,0.015307716,5.638103093,0,"May","2","2","1","6","Returning_Visitor","FALSE",1
0,0,0,0,1,0,0.2,0.2,0,0,"May","3","2","3","13","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"May","1","1","4","1","Returning_Visitor","TRUE",0
1,30.2,0,0,30,613.9933333,0.025287356,0.035139573,0,0,"Oct","1","1","1","1","Returning_Visitor","TRUE",0
0,0,0,0,7,284.5,0,0.028571429,128.4686939,0,"Dec","2","2","4","10","Returning_Visitor","FALSE",1
4,191,0,0,45,2171.174592,0,0.017931489,0,0.4,"May","2","4","7","6","Returning_Visitor","FALSE",0
4,155,0,0,31,2130.693837,0.025,0.032482778,0,0,"Nov","3","2","8","3","Returning_Visitor","FALSE",0
11,92.10151515,0,0,69,2183.007024,0.008552632,0.032956586,0,0,"Jul","2","2","5","6","Returning_Visitor","FALSE",0
0,0,0,0,20,526.5,0.02,0.035,0,0,"Nov","3","2","2","13","Returning_Visitor","FALSE",0
7,51.70833333,2,280.5,149,7569.182143,8.01e-05,0.016297591,11.37726052,0,"Nov","2","2","2","2","Returning_Visitor","FALSE",1
5,162.5,1,11,82,1164.099635,0.010714286,0.01668402,0,0,"May","3","2","7","2","Returning_Visitor","FALSE",0
0,0,0,0,21,455.0833333,0,0.010526316,14.13268846,0,"Dec","4","1","1","2","New_Visitor","FALSE",1
9,354.2916667,0,0,79,4409.3,0.007228916,0.011546722,12.07905093,0,"Nov","3","2","2","3","Returning_Visitor","FALSE",1
5,218.8,0,0,5,71.4,0,0.02,11.21330466,0,"Oct","2","4","7","2","New_Visitor","FALSE",1
0,0,0,0,5,94.5,0,0.04,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE",0
6,124.2,0,0,5,94.6,0,0.022222222,0,0,"Nov","1","1","2","5","New_Visitor","FALSE",1
0,0,0,0,35,729.2916667,0,0.009387755,0,0,"Dec","2","2","3","2","Returning_Visitor","FALSE",0
1,112,0,0,37,2043.5,0.005555556,0.016666667,12.3578472,0,"Mar","2","5","3","6","Returning_Visitor","FALSE",1
2,17,0,0,14,260.2,0,0.0375,0,0.4,"May","2","2","3","3","Returning_Visitor","FALSE",0
0,0,0,0,2,27,0,0.05,0,0,"May","3","2","3","3","Returning_Visitor","FALSE",0
0,0,0,0,15,313.25,0.013333333,0.033333333,0,0,"Nov","2","2","3","10","Returning_Visitor","FALSE",0
0,0,0,0,2,59,0,0.1,0,0,"May","1","2","1","6","Returning_Visitor","FALSE",0
3,223,1,24,27,1460.566667,0,0.006666667,0,0,"Mar","2","2","8","2","New_Visitor","TRUE",0
0,0,0,0,5,368,0,0.016666667,0,0,"Dec","4","1","2","1","Returning_Visitor","TRUE",0
1,24,0,0,17,498.3333333,0,0.021052632,76.78667659,0,"Mar","2","2","6","10","Returning_Visitor","FALSE",1
0,0,0,0,23,1107.267857,0.058181818,0.069393939,39.038442,0,"Dec","2","2","3","2","Returning_Visitor","FALSE",0
0,0,0,0,17,356.0833333,0,0.013333333,151.5650523,0,"Nov","2","5","5","8","New_Visitor","FALSE",1
1,15,0,0,12,189.6666667,0.015384615,0.028205128,0,0,"May","3","2","6","1","Returning_Visitor","FALSE",0
5,100.9166667,0,0,56,1432.223333,0,0.002185792,69.43043195,0,"Mar","2","2","3","3","Returning_Visitor","TRUE",1
2,76,0,0,40,1209.802992,0.004878049,0.01624838,0,0,"Mar","1","1","2","2","Returning_Visitor","FALSE",0
1,22,3,39,80,1903.081639,0.007228916,0.032248996,0,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,7,208,0,0.028571429,0,0,"Feb","4","1","1","5","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Mar","1","1","8","1","Returning_Visitor","FALSE",0
0,0,0,0,4,145.2,0,0.025,0,0,"Aug","2","4","7","2","Returning_Visitor","FALSE",0
0,0,0,0,21,1077.25,0.019047619,0.047619048,0,0,"Nov","3","2","1","10","Returning_Visitor","FALSE",0
6,27,1,0,141,6481.483333,0,0.019984285,1.257438906,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",0
5,80.66666667,2,278.25,4,233.375,0.022222222,0.02,0,0,"Nov","1","1","1","2","Returning_Visitor","FALSE",0
6,241.1666667,0,0,39,1513.566667,0.005128205,0.021367521,0,0,"Mar","1","1","1","3","Returning_Visitor","FALSE",0
2,18.6,0,0,85,2834.280117,0.004883721,0.013388945,37.42337649,0,"Nov","2","2","1","1","Returning_Visitor","TRUE",0
1,45.4,0,0,60,2580.634935,0,0.009442743,0,0,"Oct","1","1","1","2","Returning_Visitor","FALSE",0
2,34.4,0,0,18,379.6166667,0.035,0.059166667,0,0,"Jul","2","2","6","1","Returning_Visitor","FALSE",0
0,0,0,0,4,51.5,0,0.05,0,0,"Dec","2","2","1","2","New_Visitor","FALSE",0
1,12.1,5,493,50,1572.486399,0,0.019939881,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",0
2,84.5,0,0,21,710.5416667,0.012121212,0.028787879,0,0,"Nov","2","4","4","2","Returning_Visitor","FALSE",0
5,235.625,1,0,14,629.2916667,0,0.0275,0,0,"Nov","2","4","1","8","Returning_Visitor","FALSE",0
0,0,0,0,44,2588.5,0.019047619,0.041201814,0,0.8,"May","3","2","1","4","Returning_Visitor","FALSE",0
0,0,0,0,4,159.2,0.05,0.066666667,0,0,"June","3","2","5","13","Returning_Visitor","TRUE",0
3,44,4,1636,49,4945.083333,0.009259259,0.029444444,6.165,0.8,"May","2","2","2","4","Returning_Visitor","FALSE",1
5,142.5,1,56,29,1073.5,0,0.016129032,0,0,"May","1","1","5","4","Returning_Visitor","FALSE",0
3,602,0,0,64,1810.966667,0.003174603,0.012962963,0,0,"May","3","2","1","6","Returning_Visitor","FALSE",0
0,0,0,0,16,644.2,0.004166667,0.031666667,0,0,"Feb","3","2","3","4","Returning_Visitor","FALSE",0
0,0,0,0,1,343,0,0.066666667,0,0,"Nov","2","2","4","3","Other","FALSE",0
0,0,0,0,6,34,0.133333333,0.166666667,0,0.4,"May","3","2","4","13","Returning_Visitor","FALSE",0
0,0,0,0,2,0,0.2,0.2,0,0,"Nov","1","8","3","1","Returning_Visitor","TRUE",0
4,103,1,41,16,515,0,0.010526316,0,0,"Mar","3","2","3","6","Returning_Visitor","TRUE",0
5,310,1,73,16,416.4,0,0.011111111,0,0,"Mar","1","1","1","2","Returning_Visitor","TRUE",0
0,0,0,0,3,55,0.066666667,0.1,0,0,"Mar","3","2","3","3","Returning_Visitor","FALSE",0
2,199,0,0,10,155,0,0.045454545,0,0,"May","2","2","3","1","Returning_Visitor","FALSE",0
3,37.25,0,0,19,656.25,0,0.023529412,0,0,"Dec","2","5","3","6","Returning_Visitor","FALSE",0
0,0,0,0,13,89,0.046153846,0.1,0,0,"Mar","2","2","2","1","Returning_Visitor","FALSE",0
9,268.5,0,0,8,407.5,0,0.0275,0,0,"Dec","3","2","3","8","Returning_Visitor","FALSE",0
0,0,0,0,4,47,0,0.05,0,0,"Nov","2","2","3","11","Returning_Visitor","TRUE",0
3,59,0,0,29,527.2083333,0,0.011330049,0,0,"Mar","2","4","1","6","Returning_Visitor","FALSE",0
0,0,0,0,35,586.375,0.018285714,0.053714286,0,0,"Nov","2","4","1","3","Returning_Visitor","FALSE",0
0,0,0,0,21,1275.9,0.052380952,0.101587302,0,0,"Sep","2","4","5","1","Returning_Visitor","FALSE",0
3,72.5,4,148,24,377.5,0.006666667,0.02,0,0.6,"May","1","1","1","3","Returning_Visitor","FALSE",0
9,141.75,2,310.5,9,123.5,0,0.017647059,0,0,"Dec","1","1","1","2","Returning_Visitor","FALSE",0
2,58.5,0,0,37,1351.908333,0.005405405,0.018670099,5.464243549,0,"Dec","2","2","3","1","Returning_Visitor","FALSE",0
1,178,0,0,3,110,0,0.016666667,0,0.2,"May","3","2","3","4","Returning_Visitor","FALSE",0
0,0,0,0,2,7,0,0.1,0,0.8,"May","1","1","1","3","Returning_Visitor","FALSE",0
0,0,1,28,12,276,0,0.008333333,0,0,"May","4","5","9","2","New_Visitor","FALSE",0
8,279.28,0,0,17,835.4180952,0,0.018571429,35.89140755,0,"Aug","3","2","3","2","New_Visitor","FALSE",1
0,0,0,0,7,155.5,0.047619048,0.085714286,0,0,"Nov","1","1","2","3","Returning_Visitor","FALSE",0
0,0,0,0,12,544,0,0.016666667,0,0,"Nov","2","2","2","1","Returning_Visitor","FALSE",0
0,0,0,0,55,1165.623254,0.013207547,0.018742138,0,0,"May","3","2","1","19","Returning_Visitor","FALSE",0
0,0,0,0,3,38,0.1,0.122222222,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE",0
1,45,0,0,13,1610.916667,0,0.007142857,0,0,"Mar","1","1","1","3","New_Visitor","TRUE",0
2,13.33333333,0,0,105,2062.443592,0.01220527,0.020275689,0,0.6,"May","3","2","1","4","Returning_Visitor","FALSE",0
3,97,0,0,15,482,0.0125,0.025,0,0,"Mar","2","2","6","1","Returning_Visitor","FALSE",0
1,23.2,0,0,30,964.4666667,0,0.003571429,51.03362522,0,"Oct","2","2","5","2","New_Visitor","FALSE",1
0,0,0,0,1,0,0.2,0.2,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE",0
1,3,0,0,11,228.6666667,0,0.03,0,0.6,"May","2","2","4","3","Returning_Visitor","FALSE",0
2,51.5,2,99.5,15,771.875,0.01,0.026666667,15.39534668,0,"Dec","2","2","3","2","Returning_Visitor","FALSE",0
1,183,0,0,28,586.3722222,0,0.004021164,0,0,"Dec","3","2","6","10","Returning_Visitor","FALSE",1
0,0,0,0,9,329,0.022222222,0.044444444,0,0,"Mar","2","2","3","1","Returning_Visitor","FALSE",0
1,4,0,0,4,67.25,0,0.013333333,0,0,"Dec","2","2","2","2","Returning_Visitor","TRUE",0
0,0,0,0,6,59,0,0.033333333,0,0,"Mar","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,5,71,0,0.04,0,0,"May","4","1","1","2","Returning_Visitor","TRUE",0
4,316.5,0,0,8,298.6904762,0,0.002083333,0,0,"May","3","2","2","2","Returning_Visitor","TRUE",0
0,0,0,0,1,0,0.2,0.2,0,0,"Dec","3","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,4,505,0,0.05,0,0,"Mar","2","2","1","1","Returning_Visitor","FALSE",0
3,92.75,2,7,23,1347.9625,0.008333333,0.020833333,32.4141704,0,"Nov","2","2","6","2","Returning_Visitor","FALSE",0
7,135.2833333,3,92.33333333,31,892.7244444,0,0.003468013,31.14097898,0,"Oct","3","2","1","5","Returning_Visitor","FALSE",0
0,0,0,0,17,344.3333333,0.005555556,0.030555556,26.985,0,"May","2","2","1","5","Returning_Visitor","FALSE",0
6,128.5,0,0,68,1080.15,0,0.001715686,0,0.8,"May","2","2","2","2","New_Visitor","FALSE",0
4,136.5,0,0,130,3507.365152,0.022807018,0.042471564,0,0,"Sep","2","4","2","1","Returning_Visitor","FALSE",0
7,134.625,0,0,14,1010.375,0.011764706,0.058823529,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,5,60,0,0.053333333,0,0,"Dec","2","2","1","20","Returning_Visitor","FALSE",0
4,46.3,0,0,2,22.83333333,0,0.033333333,0,0,"Nov","2","2","6","2","New_Visitor","TRUE",1
0,0,0,0,53,2051.466667,0.004528302,0.017735849,0,0,"Nov","2","2","1","2","Returning_Visitor","FALSE",1
12,245.7333333,4,1511.7,439,21857.04648,0.003588626,0.012497612,11.43923328,0,"Sep","2","2","1","13","Returning_Visitor","FALSE",0
0,0,0,0,5,51,0,0.04,0,0,"Nov","3","2","3","13","Returning_Visitor","FALSE",0
1,216.6,0,0,34,1463.8,0.006060606,0.007575758,0,0,"Nov","1","1","8","2","Returning_Visitor","FALSE",0
0,0,0,0,5,128,0,0.04,0,0,"Nov","2","2","2","1","Returning_Visitor","FALSE",0
0,0,0,0,8,202.8333333,0,0.014285714,0,0,"May","2","4","1","2","Returning_Visitor","FALSE",0
0,0,0,0,16,200,0.034375,0.072115385,0,0.8,"May","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,3,61.5,0.066666667,0.1,0,0,"Dec","3","2","3","8","New_Visitor","FALSE",0
0,0,2,1494.5,109,3339.07598,0.008181818,0.014582448,0,0,"Nov","2","2","4","8","Returning_Visitor","TRUE",0
5,152.1,0,0,27,1474.533333,0.014814815,0.030123457,27.89717093,0,"Oct","3","3","6","1","Returning_Visitor","TRUE",0
0,0,0,0,7,130,0.057142857,0.085714286,0,0,"Nov","2","5","9","10","Returning_Visitor","TRUE",0
2,58,0,0,7,101.8,0,0.011111111,0,0,"Mar","3","2","8","2","New_Visitor","FALSE",0
7,113.25,2,38.5,92,4066.207476,0.001754386,0.013603668,18.04114817,0,"Nov","2","6","6","13","Returning_Visitor","TRUE",0
0,0,0,0,26,532,0.030769231,0.044230769,0,0,"Nov","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,42,922.3,0.019047619,0.034920635,0,0,"Aug","3","2","8","2","Returning_Visitor","FALSE",0
2,33.5,0,0,23,398.4,0,0.017391304,0,0,"Dec","2","2","3","6","Returning_Visitor","FALSE",0
2,107.4,2,96.7,32,833.325,0.024509804,0.035882353,0,0,"Jul","3","2","4","1","Returning_Visitor","FALSE",1
18,257.5625,3,70.25,247,10415.32566,0.011229304,0.029681426,0,0,"Nov","2","2","6","1","Returning_Visitor","FALSE",0
4,63.875,1,0,43,1329.686508,0.015646259,0.036603499,0,0,"Nov","3","2","1","2","Returning_Visitor","FALSE",1
3,19.33333333,0,0,28,710.9083333,0.006451613,0.012903226,0,0,"May","2","2","8","3","New_Visitor","FALSE",0
7,184.9333333,4,277.5,70,3993.135714,0.006,0.014539683,32.09724943,0,"Nov","3","2","1","2","Returning_Visitor","TRUE",1
0,0,0,0,7,150,0.057142857,0.085714286,0,0,"Feb","2","2","2","1","Returning_Visitor","FALSE",0
0,0,0,0,5,465.5,0.12,0.16,0,0,"May","1","1","4","3","Returning_Visitor","FALSE",0
3,148,2,58.5,33,1847.211905,0,0.007830405,0,0,"May","2","4","3","2","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,0,"May","2","2","1","3","Returning_Visitor","FALSE",0
2,20.5,0,0,21,719.7380952,0.004347826,0.010434783,0,0,"Mar","2","2","1","3","Returning_Visitor","FALSE",0
5,179.5,1,43.5,12,482.75,0,0.007692308,0,0,"Dec","2","2","4","2","Returning_Visitor","FALSE",0
0,0,0,0,12,173.5,0,0.008333333,0,0,"Dec","2","2","2","2","Returning_Visitor","FALSE",0
3,19,0,0,8,344,0,0.007407407,0,0,"Feb","2","4","2","3","Returning_Visitor","FALSE",0
2,54,0,0,11,220.9666667,0.020512821,0.029487179,0,0,"May","1","1","4","6","Returning_Visitor","FALSE",0
0,0,0,0,3,69,0,0.066666667,0,0,"Mar","2","2","2","6","Returning_Visitor","FALSE",0
1,9,0,0,19,734.5833333,0.016666667,0.044444444,0,0,"Mar","2","10","1","1","Returning_Visitor","FALSE",0
0,0,0,0,2,14,0,0.1,0,0,"May","2","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,10,165,0.03,0.046666667,0,0,"Nov","1","1","1","2","Returning_Visitor","TRUE",1
2,19,0,0,11,658.9166667,0,0.015384615,0,0,"Dec","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,8,228,0,0.028571429,0,0,"Mar","4","1","3","2","Returning_Visitor","FALSE",0
1,18,0,0,8,66,0.075,0.0875,0,0.4,"May","3","2","1","13","Returning_Visitor","FALSE",0
0,0,1,2,33,2601.231408,0.005882353,0.011764706,177.7714536,0,"Nov","2","2","7","20","Returning_Visitor","FALSE",1
1,46.4,0,0,13,118.2666667,0,0.014285714,0,0,"Jul","1","2","1","4","Returning_Visitor","TRUE",0
0,0,0,0,18,327.65,0.011111111,0.044444444,0,0,"Nov","1","1","1","1","Returning_Visitor","FALSE",0
5,40.13636364,0,0,35,840.9952922,0.005263158,0.012593985,64.72238907,0,"Nov","2","2","1","1","Returning_Visitor","FALSE",1
0,0,0,0,20,804.25,0.015,0.028333333,0,0,"Nov","3","2","8","1","Returning_Visitor","FALSE",0
0,0,0,0,17,1059.575,0,0.011764706,62.76294758,0,"Nov","2","2","1","2","New_Visitor","FALSE",1
0,0,0,0,8,1231.791667,0.0825,0.080555556,0,0,"Dec","3","2","1","3","Returning_Visitor","FALSE",0
2,26,0,0,46,1852.75,0,0.005797101,0,0,"Mar","2","2","2","3","Returning_Visitor","FALSE",0
0,0,0,0,2,47.4,0,0.066666667,26.85210163,0,"Oct","3","2","7","4","Returning_Visitor","FALSE",1
0,0,0,0,2,242.5,0,0.05,0,0,"Dec","8","13","9","20","Other","FALSE",0
0,0,1,0,48,1062.812542,0,0.027253521,0,0,"Sep","1","1","4","2","Returning_Visitor","FALSE",0
8,335.875,2,75.25,18,1494.125,0,0.022,12.60913229,0,"Nov","2","2","9","10","Returning_Visitor","FALSE",1
1,23.2,0,0,5,58,0,0.033333333,0,0,"Oct","3","2","1","3","Returning_Visitor","FALSE",0
0,0,0,0,25,629.5,0,0.01447619,0,0,"May","2","2","1","13","Returning_Visitor","FALSE",0
3,47,0,0,66,2582.69697,0.003030303,0.012121212,11.96954545,0,"May","2","2","1","2","Returning_Visitor","FALSE",0
0,0,0,0,9,83,0.044444444,0.066666667,0,0.6,"May","2","2","1","2","Returning_Visitor","FALSE",0
2,39.4,0,0,40,673.65,0,0.014634146,23.76322043,0,"Nov","4","2","6","3","Returning_Visitor","TRUE",1
11,286.9333333,0,0,119,7609.82065,0.0032,0.015231111,0,0,"Dec","2","2","3","1","Returning_Visitor","FALSE",0
0,0,0,0,25,948.3428571,0,0.009,0,0,"Nov","2","4","1","3","Returning_Visitor","FALSE",0
0,0,0,0,4,50,0,0.075,0,0,"May","2","2","8","4","Returning_Visitor","FALSE",0
5,85.66666667,0,0,25,1194.5,0,0.007692308,11.51923077,0,"May","2","2","1","2","New_Visitor","FALSE",1
10,204.0952381,1,170,138,4042.949908,0.004026846,0.01446207,18.21579469,0,"Dec","2","2","1","6","Returning_Visitor","FALSE",1
1,109.8,1,518.8,55,3987.386667,0.005357143,0.011607143,0,0,"Sep","1","1","4","2","Returning_Visitor","FALSE",0
4,251,9,172,64,4326.666667,0.008552632,0.024502924,0,0,"Dec","2","2","4","2","Returning_Visitor","FALSE",0
0,0,0,0,18,550.5,0,0.031481481,0,0,"Mar","1","1","1","2","Returning_Visitor","TRUE",0
4,155.5,0,0,13,474.8333333,0,0.00625,0,0,"Mar","3","2","1","1","Returning_Visitor","FALSE",0
0,0,0,0,9,72,0.022222222,0.044444444,0,0.6,"May","1","1","1","3","Returning_Visitor","FALSE",0
0,0,0,0,23,709.75,0.029166667,0.043055556,0,0,"Nov","2","2","1","2","Returning_Visitor","TRUE",0
1,5,0,0,17,463.6666667,0,0.024444444,0,0,"May","2","2","7","4","Returning_Visitor","TRUE",0
7,440.5833333,0,0,48,1777.702381,0,0.021538462,14.74449646,0,"Dec","2","2","1","2","Returning_Visitor","FALSE",0
4,113.8333333,0,0,3,23.66666667,0,0.05625,0,0,"Dec","2","2","6","2","Returning_Visitor","TRUE",0
1,108,0,0,37,1209.558333,0.016666667,0.033386243,0,0,"Dec","2","2","1","1","Returning_Visitor","FALSE",0
4,160.5833333,1,136.75,21,1632.733333,0,0.004545455,16.53909091,0,"May","2","2","4","2","New_Visitor","TRUE",0
8,154.2916667,0,0,34,991.3678571,0.005263158,0.01443609,10.93482456,0,"Mar","2","2","2","2","Returning_Visitor","FALSE",0
0,0,0,0,14,2425,0,0.007142857,0,0,"Mar","2","2","1","3","Returning_Visitor","FALSE",0
1,0,3,62.4,23,708.1666667,0,0.007407407,0,0,"Sep","2","2","6","4","Returning_Visitor","FALSE",0
0,0,0,0,45,844.25,0,0.01037037,0,0,"Mar","1","1","3","1","Returning_Visitor","FALSE",0
4,99.5,0,0,16,315.1666667,0,0.016666667,12.53314286,0,"Mar","1","1","6","3","Returning_Visitor","FALSE",1
5,248.9166667,0,0,12,1581.5,0.003703704,0.026851852,63.1498595,0,"Dec","2","2","1","8","Returning_Visitor","FALSE",0
3,133.5,4,191,15,443.9333333,0,0.02,0,0,"May","1","1","3","6","Returning_Visitor","FALSE",0
0,0,0,0,26,1140.166667,0.032248521,0.032948718,0,0,"Nov","3","2","6","13","Returning_Visitor","FALSE",0
2,135,0,0,53,1511.195238,0.005454545,0.025787879,0,0,"May","2","2","1","6","Returning_Visitor","TRUE",0
0,0,0,0,8,183,0,0.00625,0,0,"Dec","2","4","4","1","Returning_Visitor","FALSE",0
0,0,0,0,44,441.7916667,0.004545455,0.018181818,0,0,"Mar","4","2","1","3","Returning_Visitor","FALSE",0
4,237,3,87.7,16,379.3,0.021212121,0.057575758,0,0,"Oct","7","1","1","3","Returning_Visitor","FALSE",0
3,23,0,0,3,1225.2,0,0.04,10.99901844,0,"Sep","2","2","1","1","Returning_Visitor","TRUE",1
0,0,0,0,3,159,0,0.033333333,0,0,"Dec","1","1","1","1","Returning_Visitor","FALSE",0
0,0,0,0,21,1535,0.01,0.048333333,0,0,"Nov","2","2","7","3","Returning_Visitor","FALSE",0
0,0,0,0,16,450.8333333,0.04375,0.06875,0,0,"May","2","2","2","1","Returning_Visitor","FALSE",0
0,0,0,0,1,0,0.2,0.2,0,1,"May","1","1","4","1","Returning_Visitor","TRUE",0
15,309.6333333,2,45.8,50,2230.986667,0,0.004371585,40.77935433,0,"Nov","2","2","4","2","Returning_Visitor","FALSE",1
7,92.5,0,0,48,1681.52381,0,0.016993464,53.988,0,"May","2","2","2","2","Returning_Visitor","FALSE",0
0,0,3,34,18,271.1666667,0,0.00952381,0,0,"Nov","2","4","9","2","New_Visitor","FALSE",0
2,45.5,0,0,39,2011.041667,0,0.0125,53.73655336,0,"Nov","2","2","1","8","Returning_Visitor","FALSE",1
0,0,0,0,1,0,0.2,0.2,0,0,"Mar","1","1","1","1","Returning_Visitor","TRUE",0
5,446.25,0,0,18,815.25,0,0.0025,0,0,"Dec","8","13","9","20","Other","FALSE",0
0,0,0,0,7,239.5,0,0.016666667,0,0,"May","3","2","1","6","New_Visitor","TRUE",0
4,59.4,0,0,19,157.2,0.010526316,0.021052632,0,0,"Sep","2","5","3","2","New_Visitor","TRUE",0
3,97.75,1,46.5,12,257.4166667,0.006666667,0.027111111,0,0,"Nov","3","2","6","3","Returning_Visitor","FALSE",0
3,15,0,0,12,1138.25,0.030769231,0.048717949,0,0,"Dec","1","1","1","3","Returning_Visitor","FALSE",0
7,54.63636364,1,75,67,1336.554221,0,0.027327327,4.148878378,0,"May","2","2","7","4","Returning_Visitor","FALSE",0
3,98.1,2,28.2,130,4994.848002,0.019799499,0.036825949,0,0,"Sep","2","2","4","1","Returning_Visitor","TRUE",0
6,57.5,0,0,66,1285.548533,0.004109589,0.018513906,20.97239726,0,"May","2","2","1","6","Returning_Visitor","FALSE",1
0,0,0,0,48,2492.166667,0,0.014583333,0,0,"Nov","2","4","1","2","Returning_Visitor","FALSE",0
2,50.5,0,0,70,2802.116667,0.002898551,0.017230274,0,0,"Nov","2","2","3","3","Returning_Visitor","FALSE",0
0,0,0,0,3,189,0,0.066666667,0,0,"May","2","2","3","4","Returning_Visitor","FALSE",0
7,169.5,0,0,21,484.95,0.008695652,0.037681159,0,0,"Mar","1","2","2","2","Returning_Visitor","FALSE",0
10,278.6666667,0,0,50,907.2363636,0.020411523,0.023212197,1.981038388,0,"Oct","3","2","3","4","Returning_Visitor","FALSE",0
4,598.375,0,0,126,4446.303175,0.001538462,0.015567766,3.333835543,0,"Dec","2","2","3","2","Returning_Visitor","FALSE",0
0,0,0,0,21,371,0,0.00952381,0,0,"Nov","2","2","1","13","Returning_Visitor","FALSE",0
4,129.4166667,3,62,43,1770.625,0.004255319,0.015153664,0,0,"Mar","2","5","6","2","Returning_Visitor","FALSE",0
1,12,0,0,0,0,0,0.022222222,0,0,"Aug","3","2","6","2","Returning_Visitor","TRUE",1
0,0,0,0,2,0,0.2,0.2,0,0,"May","2","2","1","4","Returning_Visitor","FALSE",0
0,0,0,0,26,338.2333333,0.024871795,0.078269231,0,0,"May","2","2","2","2","Returning_Visitor","TRUE",0
0,0,0,0,17,336,0,0.01875,0,0.8,"May","2","2","1","4","Returning_Visitor","FALSE",0
3,38,0,0,83,2101.466667,0,0.001190476,0,0,"May","2","2","1","4","New_Visitor","FALSE",0
3,365,0,0,6,737.75,0,0.008333333,0,0,"Nov","1","1","6","2","Returning_Visitor","FALSE",0
3,42,0,0,10,706,0,0.011111111,0,0,"May","2","2","8","1","Returning_Visitor","TRUE",0
1,16,0,0,7,136,0,0.00952381,0,0,"May","2","10","3","2","Returning_Visitor","FALSE",0
3,131.5,0,0,94,2332.109524,0.001030928,0.009450172,0,0,"Nov","2","2","9","10","Returning_Visitor","FALSE",0
6,65.41666667,0,0,29,1904.541667,0.004848485,0.026060606,0,0,"Nov","1","1","2","8","Returning_Visitor","FALSE",1
0,0,0,0,2,19,0,0.1,0,0,"Mar","2","2","1","3","Returning_Visitor","FALSE",0
6,228,5,89.33333333,18,513.4666667,0,0.003461538,0,0,"Mar","1","1","3","3","New_Visitor","FALSE",0
0,0,1,3,51,5407.788889,0.001923077,0.020120574,7.793528571,0,"May","2","2","3","2","Returning_Visitor","FALSE",0
5,133,0,0,16,324.5,0,0.031481481,0,0,"May","3","2","8","4","Returning_Visitor","FALSE",0
0,0,0,0,10,851.1666667,0,0.022222222,0,0,"Dec","2","2","2","1","Returning_Visitor","FALSE",0
